t,x,y
0.000000000000000000e+00,2.100000000000000000e+01,3.100000000000000000e+01
0.000000000000000000e+00,6.300000000000000000e+01,1.500000000000000000e+01
0.000000000000000000e+00,6.400000000000000000e+01,1.100000000000000000e+01
0.000000000000000000e+00,1.070000000000000000e+02,1.600000000000000000e+01
0.000000000000000000e+00,1.280000000000000000e+02,1.600000000000000000e+01
0.000000000000000000e+00,1.600000000000000000e+02,1.600000000000000000e+01
0.000000000000000000e+00,1.920000000000000000e+02,3.100000000000000000e+01
0.000000000000000000e+00,2.550000000000000000e+02,2.000000000000000000e+00
0.000000000000000000e+00,2.870000000000000000e+02,1.500000000000000000e+01
0.000000000000000000e+00,2.980000000000000000e+02,1.500000000000000000e+01
0.000000000000000000e+00,3.200000000000000000e+02,2.000000000000000000e+00
0.000000000000000000e+00,3.520000000000000000e+02,1.600000000000000000e+01
0.000000000000000000e+00,4.060000000000000000e+02,1.500000000000000000e+01
0.000000000000000000e+00,4.260000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,4.690000000000000000e+02,3.100000000000000000e+01
0.000000000000000000e+00,5.110000000000000000e+02,0.000000000000000000e+00
0.000000000000000000e+00,5.120000000000000000e+02,4.000000000000000000e+00
0.000000000000000000e+00,5.540000000000000000e+02,1.400000000000000000e+01
0.000000000000000000e+00,5.760000000000000000e+02,1.500000000000000000e+01
0.000000000000000000e+00,6.180000000000000000e+02,1.300000000000000000e+01
0.000000000000000000e+00,6.710000000000000000e+02,1.500000000000000000e+01
0.000000000000000000e+00,6.820000000000000000e+02,2.000000000000000000e+00
0.000000000000000000e+00,7.040000000000000000e+02,1.500000000000000000e+01
0.000000000000000000e+00,7.670000000000000000e+02,1.400000000000000000e+01
0.000000000000000000e+00,7.990000000000000000e+02,1.500000000000000000e+01
0.000000000000000000e+00,8.120000000000000000e+02,1.500000000000000000e+01
0.000000000000000000e+00,8.530000000000000000e+02,2.000000000000000000e+00
0.000000000000000000e+00,8.930000000000000000e+02,2.000000000000000000e+00
0.000000000000000000e+00,9.170000000000000000e+02,1.000000000000000000e+00
0.000000000000000000e+00,9.590000000000000000e+02,2.000000000000000000e+00
0.000000000000000000e+00,9.810000000000000000e+02,1.500000000000000000e+01
0.000000000000000000e+00,1.002000000000000000e+03,1.100000000000000000e+01
0.000000000000000000e+00,9.000000000000000000e+00,4.700000000000000000e+01
0.000000000000000000e+00,3.800000000000000000e+01,6.300000000000000000e+01
0.000000000000000000e+00,6.400000000000000000e+01,6.300000000000000000e+01
0.000000000000000000e+00,1.130000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,1.280000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,1.600000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,1.930000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,2.340000000000000000e+02,5.900000000000000000e+01
0.000000000000000000e+00,2.560000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,2.980000000000000000e+02,3.200000000000000000e+01
0.000000000000000000e+00,3.290000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,3.620000000000000000e+02,3.600000000000000000e+01
0.000000000000000000e+00,3.840000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,4.470000000000000000e+02,5.700000000000000000e+01
0.000000000000000000e+00,4.790000000000000000e+02,6.200000000000000000e+01
0.000000000000000000e+00,4.840000000000000000e+02,6.200000000000000000e+01
0.000000000000000000e+00,5.120000000000000000e+02,6.300000000000000000e+01
0.000000000000000000e+00,5.440000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,5.760000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,6.180000000000000000e+02,6.300000000000000000e+01
0.000000000000000000e+00,6.610000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,6.800000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,7.340000000000000000e+02,5.300000000000000000e+01
0.000000000000000000e+00,7.460000000000000000e+02,3.800000000000000000e+01
0.000000000000000000e+00,7.990000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,8.300000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,8.530000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,8.740000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,9.170000000000000000e+02,3.800000000000000000e+01
0.000000000000000000e+00,9.590000000000000000e+02,3.700000000000000000e+01
0.000000000000000000e+00,9.910000000000000000e+02,5.800000000000000000e+01
0.000000000000000000e+00,1.021000000000000000e+03,5.800000000000000000e+01
0.000000000000000000e+00,3.100000000000000000e+01,6.400000000000000000e+01
0.000000000000000000e+00,4.100000000000000000e+01,6.600000000000000000e+01
0.000000000000000000e+00,9.300000000000000000e+01,8.900000000000000000e+01
0.000000000000000000e+00,9.600000000000000000e+01,9.500000000000000000e+01
0.000000000000000000e+00,1.420000000000000000e+02,9.000000000000000000e+01
0.000000000000000000e+00,1.680000000000000000e+02,9.000000000000000000e+01
0.000000000000000000e+00,1.920000000000000000e+02,6.400000000000000000e+01
0.000000000000000000e+00,2.340000000000000000e+02,7.800000000000000000e+01
0.000000000000000000e+00,2.750000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,2.920000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,3.200000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,3.820000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,4.150000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,4.460000000000000000e+02,8.800000000000000000e+01
0.000000000000000000e+00,4.520000000000000000e+02,8.100000000000000000e+01
0.000000000000000000e+00,4.490000000000000000e+02,8.400000000000000000e+01
0.000000000000000000e+00,5.000000000000000000e+02,6.500000000000000000e+01
0.000000000000000000e+00,5.040000000000000000e+02,6.500000000000000000e+01
0.000000000000000000e+00,5.130000000000000000e+02,6.700000000000000000e+01
0.000000000000000000e+00,5.350000000000000000e+02,7.000000000000000000e+01
0.000000000000000000e+00,5.450000000000000000e+02,7.300000000000000000e+01
0.000000000000000000e+00,5.590000000000000000e+02,7.800000000000000000e+01
0.000000000000000000e+00,5.850000000000000000e+02,9.400000000000000000e+01
0.000000000000000000e+00,6.180000000000000000e+02,7.000000000000000000e+01
0.000000000000000000e+00,6.610000000000000000e+02,9.500000000000000000e+01
0.000000000000000000e+00,6.820000000000000000e+02,8.000000000000000000e+01
0.000000000000000000e+00,7.040000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,7.460000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,7.890000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,8.100000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,8.520000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,8.760000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,9.170000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,9.590000000000000000e+02,7.900000000000000000e+01
0.000000000000000000e+00,9.810000000000000000e+02,6.400000000000000000e+01
0.000000000000000000e+00,1.002000000000000000e+03,9.500000000000000000e+01
0.000000000000000000e+00,2.100000000000000000e+01,1.010000000000000000e+02
